표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
KR7011780004,11780,금호석유화학보통주,금호석유,KumhoPetrochemical,1988.1.22,KOSPI,주권,,보통주,5000,30467691
KR7214330003,214330,금호에이치티보통주,금호에이치티,"Kumho HT, Inc.",2015.11.11,KOSPI,주권,,보통주,500,137610598
KR7001210004,1210,금호전기보통주,금호전기,KumhoElectric,1973.11.15,KOSPI,주권,,보통주,500,19186433
KR7073240004,73240,금호타이어보통주,금호타이어,"KUMHOTIRECO.,INC",2005.2.17,KOSPI,주권,,보통주,5000,287260287
KR7036190007,36190,금화피에스시,금화피에스시,"GEUMHWA PSC CO.,LTD.",2000.12.26,KOSDAQ,주권,우량기업부,보통주,500,6000000
KR7049080005,49080,기가레인,기가레인,"GIGALANE Co., Ltd.",2013.12.19,KOSDAQ,주권,중견기업부,보통주,500,79243240
KR7035460005,35460,기산텔레콤,기산텔레콤,"Kisan Telecom CO.,Ltd",1999.11.18,KOSDAQ,주권,벤처기업부,보통주,500,14577340
KR7092440007,92440,기신정기 보통주,기신정기,KISHIN CORPORATION,2007.10.30,KOSPI,주권,,보통주,500,29200000
KR7000270009,270,기아보통주,기아,KIA CORPORATION,1973.7.21,KOSPI,주권,,보통주,5000,405363347
KR7013700000,13700,까뮤이앤씨보통주,까뮤이앤씨,CAMUS ENGINEERING & CONSTRUCTION Inc.,1989.11.30,KOSPI,주권,,보통주,500,45152280
KR7308100007,308100,까스텔바작,까스텔바작,"Castelbajac Co., Ltd.",2019.6.10,KOSDAQ,주권,우량기업부,보통주,500,6596700
KR7004541009,4545,깨끗한나라1우선주,깨끗한나라우,KleanNara(1P),1988.11.21,KOSPI,주권,,구형우선주,1000,366160
KR7004540001,4540,깨끗한나라보통주,깨끗한나라,KleanNara,1975.6.25,KOSPI,주권,,보통주,1000,37240693
KR7187790001,187790,나노,나노,"NANO. Co., Ltd.",2014.5.8,KOSDAQ,주권,벤처기업부,보통주,500,27067695
KR7286750005,286750,나노브릭,나노브릭,"NANOBRICK Co., Ltd.",2019.8.19,KOSDAQ,주권,기술성장기업부,보통주,500,9302068
KR7151910007,151910,나노스,나노스,"NANOS Co.,Ltd.",2012.8.2,KOSDAQ,주권,중견기업부,보통주,100,148625347
KR7121600001,121600,나노신소재,나노신소재,"Advanced Nano Products Co.,Ltd",2011.2.9,KOSDAQ,주권,벤처기업부,보통주,500,10848333
KR7247660004,247660,나노씨엠에스,나노씨엠에스,"NANOCMS CO.,LTD",2021.3.9,KOSDAQ,주권,기술성장기업부,보통주,500,4288920
KR7039860002,39860,나노엔텍,나노엔텍,"NanoenTek,Inc.",2000.8.16,KOSDAQ,주권,중견기업부,보통주,500,26798327
KR7091970004,91970,나노캠텍,나노캠텍,Nano Chem Tech Inc.,2007.1.30,KOSDAQ,주권,벤처기업부,보통주,500,28080425
KR7244880001,244880,나눔테크,나눔테크,NANOOM,2016.6.1,KONEX,주권,일반기업부,보통주,500,5020000
KR7288490006,288490,나라소프트,나라소프트,NARASOFT,2018.11.23,KONEX,주권,일반기업부,보통주,100,36897000
KR7051490001,51490,나라엠앤디,나라엠앤디,"NARA MOLD & DIE CO., LTD.",2001.6.12,KOSDAQ,주권,중견기업부,보통주,500,14200000
KR7190510008,190510,나무가,나무가,"Namuga Co.,Ltd",2015.11.12,KOSDAQ,주권,중견기업부,보통주,500,13742180
KR7242040004,242040,나무기술,나무기술,"NAMU TECH CO.,LTD.",2016.9.7,KOSDAQ,주권,기술성장기업부,보통주,100,34241700
KR7089600001,89600,나스미디어,나스미디어,"Nasmedia Co., Ltd.",2013.7.17,KOSDAQ,주권,우량기업부,보통주,500,9604910
KR7293580007,293580,나우아이비캐피탈,나우IB,NAU IB Capital,2018.10.4,KOSDAQ,주권,벤처기업부,보통주,5000,9577000
KR7257990002,257990,나우코스,나우코스,NOWCOS,2020.12.30,KONEX,주권,일반기업부,보통주,500,3912595
KR7138610001,138610,나이벡,나이벡,"NIBEC CO., LTD.",2011.7.13,KOSDAQ,주권,기술성장기업부,보통주,500,9902979
KR7130580004,130580,나이스디앤비,나이스디앤비,"NICE D&B CO., LTD.",2011.12.22,KOSDAQ,주권,우량기업부,보통주,500,15400000
KR7036800001,36800,나이스정보통신,나이스정보통신,NICE INFORMATION&TELECOMMUNICATION INC.,2000.5.3,KOSDAQ,주권,우량기업부,보통주,500,10000000
KR7030190003,30190,나이스평가정보,NICE평가정보,"NICE Information Service Co., Ltd.",2000.5.16,KOSDAQ,주권,우량기업부,보통주,500,60714820
KR7267320000,267320,나인테크,나인테크,"Naintech. CO.,LTD.",2017.6.22,KOSDAQ,주권,우량기업부,보통주,100,39396554
KR7001260009,1260,남광토건보통주,남광토건,NamkwangEngineering&Construction,1976.12.28,KOSPI,주권,,보통주,5000,9828901
KR7008351009,8355,남선알미늄1우선주,남선알미우,NamsunAluminium(1P),1989.12.23,KOSPI,주권,,구형우선주,500,307890
KR7008350001,8350,남선알미늄보통주,남선알미늄,NamsunAluminium,1978.5.22,KOSPI,주권,,보통주,500,110179090
KR7004270005,4270,남성보통주,남성,Namsung,1989.11.14,KOSPI,주권,,보통주,500,36212160
KR7003921004,3925,남양유업1우선주,남양유업우,NamyangDairyProducts(1P),1988.6.20,KOSPI,주권,,구형우선주,5000,166662
KR7003920006,3920,남양유업보통주,남양유업,NamyangDairyProducts,1978.6.24,KOSPI,주권,,보통주,5000,720000
KR7025860008,25860,남해화학보통주,남해화학,NamhaeChemical,1995.11.10,KOSPI,주권,,보통주,1000,49678843
KR7111710000,111710,남화산업,남화산업,"Namhwa Industrial Co.,Ltd",2018.11.29,KOSDAQ,주권,중견기업부,보통주,200,20588000
KR7091590000,91590,남화토건,남화토건,"Nam Hwa Construction Company, Limited",2012.1.31,KOSDAQ,주권,우량기업부,보통주,500,11740000
KR7168330009,168330,내츄럴엔도텍,내츄럴엔도텍,"Naturalendo Tech Co., Ltd",2013.10.31,KOSDAQ,주권,관리종목(소속부없음),보통주,500,31036096
KR7094860004,94860,네오리진,네오리진,NEORIGIN,2007.4.16,KOSDAQ,주권,벤처기업부,보통주,100,83178041
KR7253590004,253590,네오셈,네오셈,Neosem Inc.,2018.4.4,KOSDAQ,주권,벤처기업부,보통주,100,37622588
KR7212560007,212560,네오오토,네오오토,"NEOOTO Co., Ltd.",2015.11.18,KOSDAQ,주권,우량기업부,보통주,500,7874963
KR7095660007,95660,네오위즈,네오위즈,NEOWIZ,2007.7.2,KOSDAQ,주권,우량기업부,보통주,500,22033719
KR7042420000,42420,네오위즈홀딩스,네오위즈홀딩스,NEOWIZ HOLDINDS Corporation,2000.6.27,KOSDAQ,주권,우량기업부,보통주,500,8856866
KR8840140006,950220,네오이뮨텍(Reg.S),네오이뮨텍(Reg.S),"NeoImmuneTech, Inc.(Reg.S)",2021.3.16,KOSDAQ,주식예탁증권,외국기업(소속부없음),보통주,0,98532010
KR7311390009,311390,네오크레마,네오크레마,"Neo Cremar Co., Ltd.",2019.8.22,KOSDAQ,주권,벤처기업부,보통주,500,7327995
KR7085910008,85910,네오티스,네오티스,"NEO TECHNICAL SYSTEM CO., LTD",2007.10.1,KOSDAQ,주권,중견기업부,보통주,500,13468654
KR7092730001,92730,네오팜,네오팜,"Neopharm CO., LTD.",2007.1.30,KOSDAQ,주권,우량기업부,보통주,500,8207361
KR7290660000,290660,네오펙트,네오펙트,"NEOFECT Co.,Ltd",2018.11.28,KOSDAQ,주권,기술성장기업부,보통주,500,18906280
KR7306620006,306620,네온테크,네온테크,"Neontech Co., Ltd.",2018.10.31,KOSDAQ,주권,벤처기업부,보통주,100,39813894
KR7153460001,153460,네이블커뮤니케이션즈,네이블,"Nable Communications, Inc.",2012.7.19,KOSDAQ,주권,벤처기업부,보통주,500,6530014
KR7007390008,7390,네이처셀,네이처셀,"NATURECELL CO.,LTD.",1992.11.30,KOSDAQ,주권,중견기업부,보통주,500,62627156
KR7086220001,86220,네추럴에프앤피,네추럴FNP,Natural F&P,2015.7.9,KONEX,주권,일반기업부,보통주,500,10573865
KR7033640004,33640,네패스,네패스,NEPES Corporation,1999.12.14,KOSDAQ,주권,중견기업부,보통주,500,23059202
KR7330860008,330860,네패스아크,네패스아크,Nepes Ark Corporation,2020.11.17,KOSDAQ,주권,중견기업부,보통주,500,12184045
KR7005721006,5725,넥센1우선주,넥센우,NEXEN(1P),1989.9.23,KOSPI,주권,,구형우선주,500,3600600
KR7005720008,5720,넥센보통주,넥센,NEXEN,1987.12.19,KOSPI,주권,,보통주,500,53543977
KR7002351005,2355,넥센타이어1우선주(신형),넥센타이어1우B,NEXENTIRE(1PB),1999.6.8,KOSPI,주권,,신형우선주,500,6500000
KR7002350007,2350,넥센타이어보통주,넥센타이어,NEXENTIRE,1976.5.19,KOSPI,주권,,보통주,500,97667877
KR7089140008,89140,넥스턴바이오사이언스,넥스턴바이오,NEXTURNBIOSCIENCE,2006.11.1,KOSDAQ,주권,벤처기업부,보통주,500,33220864
KR7065170003,65170,넥스트비티,넥스트BT,"NEXT BT Co., LTD.",2002.11.19,KOSDAQ,주권,중견기업부,보통주,500,88970559
KR7003580008,3580,넥스트사이언스보통주,넥스트사이언스,NEXT SCIENCE,1990.3.23,KOSPI,주권,,보통주,500,42015837
KR7137940003,137940,넥스트아이,넥스트아이,"NextEye Co., Ltd.",2011.6.14,KOSDAQ,주권,중견기업부,보통주,100,77116173
KR7160550000,160550,넥스트엔터테인먼트월드,NEW,"Next Entertainment World Co., Ltd.",2014.12.23,KOSDAQ,주권,중견기업부,보통주,500,27906106
KR7348210006,348210,넥스틴,넥스틴,NEXTIN Inc.,2020.10.8,KOSDAQ,주권,기술성장기업부,보통주,500,9563400
KR7041140005,41140,넥슨지티,넥슨지티,"Nexon GT Co., Ltd.",2000.7.25,KOSDAQ,주권,중견기업부,보통주,500,35373322
KR7217270008,217270,넵튠,넵튠,Neptune Company,2015.6.18,KOSDAQ,주권,중견기업부,보통주,500,31753722
KR7225570001,225570,넷게임즈,넷게임즈,"NAT GAMES Co., Ltd.",2015.9.25,KOSDAQ,주권,중견기업부,보통주,500,28850967
KR7251270005,251270,넷마블보통주,넷마블,Netmarble Corporation,2017.5.12,KOSPI,주권,,보통주,100,85953502
KR7317860005,317860,노드메이슨,노드메이슨,Nordmason,2019.12.6,KONEX,주권,일반기업부,보통주,500,3765258
KR7104620000,104620,노랑풍선,노랑풍선,"Yellow Balloon Tour Co., Ltd.",2019.1.30,KOSDAQ,주권,중견기업부,보통주,500,14296950
KR7090351008,90355,노루페인트 1우선주,노루페인트우,NOROO PAINT(1P),2006.7.3,KOSPI,주권,,구형우선주,500,463126
KR7090350000,90350,노루페인트 보통주,노루페인트,NOROO PAINT,2006.7.3,KOSPI,주권,,보통주,500,20000000
KR7000321000,325,노루홀딩스1우선주,노루홀딩스우,NorooHoldings(1P),1989.1.21,KOSPI,주권,,구형우선주,500,185250
KR7000320002,320,노루홀딩스보통주,노루홀딩스,NorooHoldings,1973.8.10,KOSPI,주권,,보통주,500,13291151
KR7194700001,194700,노바렉스,노바렉스,"NOVAREX Co., Ltd.",2018.11.14,KOSDAQ,주권,우량기업부,보통주,500,9003740
KR7285490009,285490,노바텍,노바텍,NOVATECH,2018.11.2,KOSDAQ,주권,벤처기업부,보통주,500,10081744
KR7229500004,229500,노브메타파마,노브메타파마,NOVMETAPHARMA,2015.10.28,KONEX,주권,일반기업부,보통주,500,8962867
KR7278650007,278650,노터스,노터스,"KNOTUS Co.,Ltd.",2019.11.27,KOSDAQ,주권,벤처기업부,보통주,100,7619368
KR7144510005,144510,녹십자랩셀,녹십자랩셀,Green Cross Lab Cell Corporation,2016.6.23,KOSDAQ,주권,벤처기업부,보통주,500,10554054
KR7006280002,6280,녹십자보통주,녹십자,Green Cross Corporation,1989.8.1,KOSPI,주권,,보통주,5000,11686538
KR7031390008,31390,녹십자셀,녹십자셀,GREEN CROSS CELL CORPORATION,1998.9.25,KOSDAQ,주권,벤처기업부,보통주,500,13035197
KR7142280007,142280,녹십자엠에스,녹십자엠에스,Green Cross Medical Science Corporation,2014.12.17,KOSDAQ,주권,중견기업부,보통주,500,21117283
KR7234690006,234690,녹십자웰빙,녹십자웰빙,GREEN CROSS WellBeing Corporation,2019.10.14,KOSDAQ,주권,우량기업부,보통주,500,17752276
KR7005252002,5257,녹십자홀딩스2우선주(신형),녹십자홀딩스2우,Green Cross Holdings Corporation(2PB),1997.3.19,KOSPI,주권,,신형우선주,500,845990
KR7005250006,5250,녹십자홀딩스보통주,녹십자홀딩스,Green Cross Holdings Corporation,1978.8.28,KOSPI,주권,,보통주,500,47028210
KR7065560005,65560,녹원씨엔아이,녹원씨엔아이,"Nokwon Commercials & Industries, Inc.",2003.7.1,KOSDAQ,주권,관리종목(소속부없음),보통주,500,17260625
KR7004370003,4370,농심보통주,농심,Nongshim,1976.6.30,KOSPI,주권,,보통주,5000,6082642
KR7072710007,72710,농심홀딩스보통주,농심홀딩스,NongshimHoldings,2003.7.30,KOSPI,주권,,보통주,5000,4637790
KR7154030001,154030,농업회사법인 아시아종묘,아시아종묘,"ASIA SEED Co.,Ltd.",2018.2.12,KOSDAQ,주권,기술성장기업부,보통주,500,10619969
KR7054050000,54050,농업회사법인농우바이오,농우바이오,"NONG WOO BIO CO.,LTD.",2002.4.2,KOSDAQ,주권,우량기업부,보통주,500,16030561
KR7069140002,69140,누리플랜,누리플랜,"Nuriplan Co., Ltd",2010.10.26,KOSDAQ,주권,벤처기업부,보통주,500,7102743
KR7040160004,40160,누리플렉스,누리플렉스,NuriFlex,2000.8.29,KOSDAQ,주권,중견기업부,보통주,500,12055535
KR7126870005,126870,뉴로스,뉴로스,"NEUROS Co., Ltd.",2012.2.15,KOSDAQ,주권,관리종목(소속부없음),보통주,500,35639385
KR7060260007,60260,뉴보텍,뉴보텍,"NUVOTEC Co., Ltd",2002.2.5,KOSDAQ,주권,벤처기업부,보통주,500,33433750
KR7012340006,12340,뉴인텍,뉴인텍,"NUIN TEK CO., LTD",1997.2.12,KOSDAQ,주권,벤처기업부,보통주,500,30044502
KR7214870008,214870,뉴지랩파마,뉴지랩파마,NewGLAB Pharma,2015.10.13,KOSDAQ,주권,중견기업부,보통주,500,30666778
KR7270870009,270870,뉴트리,뉴트리,"Newtree Co., Ltd.",2018.12.13,KOSDAQ,주권,우량기업부,보통주,500,9113224
KR7144960002,144960,뉴파워프라즈마,뉴파워프라즈마,"New Power Plasma Co.,Ltd",2016.11.30,KOSDAQ,주권,우량기업부,보통주,100,43692624
KR7085670008,85670,뉴프렉스,뉴프렉스,"NEWFLEX TECHNOLOGY Co., LTD.",2006.1.17,KOSDAQ,주권,중견기업부,보통주,500,24209753
KR7119860005,119860,다나와,다나와,"DANAWA Co., Ltd",2011.1.24,KOSDAQ,주권,우량기업부,보통주,500,13074822
KR7064260003,64260,다날,다날,"DANAL CO., LTD.",2004.7.23,KOSDAQ,주권,우량기업부,보통주,500,68949040
KR7093640001,93640,다믈멀티미디어,다믈멀티미디어,"Tamul Multimedia, Co., Ltd.",2007.10.19,KOSDAQ,주권,벤처기업부,보통주,500,18248289
KR7340360007,340360,다보링크,다보링크,DAVOLINK,2019.12.19,KOSDAQ,주권,벤처기업부,보통주,100,40910160
KR7039560008,39560,다산네트웍스,다산네트웍스,"DASAN Networks, Inc.",2000.6.22,KOSDAQ,주권,벤처기업부,보통주,500,36380838
KR7058730003,58730,다스코보통주,다스코,Development Advance Solution,2004.8.2,KOSPI,주권,,보통주,500,16876561
KR7023590003,23590,다우기술보통주,다우기술,DaouTechnology,1997.8.27,KOSPI,주권,,보통주,500,44866617
KR7032190001,32190,다우데이타,다우데이타,DAOU DATA CORP.,1999.12.21,KOSDAQ,주권,우량기업부,보통주,500,38300000
KR7323350009,323350,다원넥스뷰,다원넥스뷰,DAWON NEXVIEW,2019.5.21,KONEX,주권,일반기업부,보통주,500,917500
KR7068240001,68240,다원시스,다원시스,"DAWONSYS Co., LTD",2010.9.14,KOSDAQ,주권,우량기업부,보통주,500,31564407
KR7145210001,145210,다이나믹디자인보통주,다이나믹디자인,Dynamic Design,2015.3.19,KOSPI,주권,,보통주,500,158289246
KR7086080009,86080,다이노나,다이노나,DiNonA,2018.5.8,KONEX,주권,일반기업부,보통주,500,32931086
KR7271850000,271850,다이오진,다이오진,DIOGENE,2017.6.19,KONEX,주권,일반기업부,보통주,100,3123000
KR7343090007,343090,단디바이오사이언스,단디바이오,DanDiBio,2020.4.24,KONEX,주권,일반기업부,보통주,1000,5458325
KR7019680008,19680,대교보통주,대교,DAEKYO,2004.2.3,KOSPI,주권,,보통주,500,84702850
KR7019681006,19685,대교우선주(신형),대교우B,DAEKYO(1PB),2004.2.3,KOSPI,주권,,신형우선주,500,19426990
KR7006370001,6370,대구백화점보통주,대구백화점,DaeguDepartmentStore,1988.10.10,KOSPI,주권,,보통주,5000,10821611
KR700806K010,00806K,대덕1우선주,대덕1우,"DAEDUCK Co.,LTD(1P)",2018.12.19,KOSPI,주권,,종류주권,500,1212357
KR7008060006,8060,대덕보통주,대덕,"DAEDUCK Co.,LTD",1989.1.26,KOSPI,주권,,보통주,500,33890150
KR7353200009,353200,대덕전자보통주,대덕전자,DaeduckElectronics,2020.5.21,KOSPI,주권,,보통주,500,49416925
KR735320K011,35320K,대덕전자우선주,대덕전자1우,DaeduckElectronics(1P),2020.5.21,KOSPI,주권,,종류주권,500,2095519
KR7178600003,178600,대동고려삼 주식회사,대동고려삼,"DAEDONG KOREA GINSENG CO.,LTD.",2013.12.20,KONEX,주권,일반기업부,보통주,500,4449600
KR7020400008,20400,대동금속,대동금속,DaedongMetal,1993.7.30,KOSDAQ,주권,중견기업부,보통주,1000,3189166
KR7008830002,8830,대동기어,대동기어,DaedongGear,1991.5.17,KOSDAQ,주권,중견기업부,보통주,500,8987520
KR7000490003,490,대동보통주,대동,DAEDONG CORPORATION,1975.6.27,KOSPI,주권,,보통주,1000,23728210
KR7048470009,48470,대동스틸,대동스틸,"DAE DONG STEEL CO., LTD.",2002.1.10,KOSDAQ,주권,중견기업부,보통주,500,10000000
KR7008110009,8110,대동전자보통주,대동전자,DAIDONGElECTRONICS,1990.6.5,KOSPI,주권,,보통주,500,10490447
KR7004780003,4780,대륙제관,대륙제관,DaeryukCan,1994.12.29,KOSDAQ,주권,우량기업부,보통주,500,15903199
KR7005750005,5750,대림B&Co보통주,대림B&Co,DAELIM B&Co,1992.12.23,KOSPI,주권,,보통주,1000,16672240
KR7017650003,17650,대림제지,대림제지,DaelimPaper,1994.11.7,KOSDAQ,주권,우량기업부,보통주,500,9000000
KR7006570006,6570,대림통상보통주,대림통상,DaelimTrading,1975.11.20,KOSPI,주권,,보통주,1000,15225000
KR7007720006,7720,대명소노시즌,대명소노시즌,"DAEMYUNG SONOSEASON CO.,LTD.",1994.1.6,KOSDAQ,주권,우량기업부,보통주,500,100800450
KR7317850006,317850,대모엔지니어링,대모,"DAEMO Engineering Co.,Ltd.",2019.7.24,KOSDAQ,주권,벤처기업부,보통주,500,8324420
KR7290670009,290670,대보마그네틱,대보마그네틱,"DAEBO MAGNETIC CO.,LTD.",2018.11.6,KOSDAQ,주권,중견기업부,보통주,500,7824500
KR7078140001,78140,대봉엘에스,대봉엘에스,"Daebongls co., Ltd",2005.12.23,KOSDAQ,주권,우량기업부,보통주,500,11086579
KR7001681006,1685,대상1우선주,대상우,Daesang(1P),1989.11.21,KOSPI,주권,,구형우선주,1000,1370223
KR7001680008,1680,대상보통주,대상,Daesang,1970.4.1,KOSPI,주권,,보통주,1000,34648025
KR7084691005,84695,대상홀딩스 1우선주,대상홀딩스우,Daesang Holdings(1P),2005.8.17,KOSPI,주권,,구형우선주,1000,913482
KR7084690007,84690,대상홀딩스 보통주,대상홀딩스,Daesang Holdings,2005.8.17,KOSPI,주권,,보통주,1000,36212538
KR7036480002,36480,대성미생물연구소,대성미생물,"Daesung Microbiological Labs. Co., Ltd.",2000.4.4,KOSDAQ,주권,중견기업부,보통주,500,3800000
KR7128820008,128820,대성산업보통주,대성산업,DAESUNG INDUSTRIAL,2010.7.30,KOSPI,주권,,보통주,5000,45235478
KR7117580001,117580,대성에너지보통주,대성에너지,DAESUNG ENERGY,2010.12.24,KOSPI,주권,,보통주,1000,27500000
KR7025440009,25440,대성엘텍,대성엘텍,"DAESUNG ELTEC CO., LTD.",1995.5.22,KOSDAQ,주권,중견기업부,보통주,500,100971343
KR7027830009,27830,대성창업투자,대성창투,"Daesung Private Equity, Inc.",1999.11.30,KOSDAQ,주권,중견기업부,보통주,500,40000000
KR7104040001,104040,대성파인텍,대성파인텍,"Daesung Fine Tech. Co., Ltd",2009.1.23,KOSDAQ,주권,벤처기업부,보통주,100,31301281
KR7016710006,16710,대성홀딩스보통주,대성홀딩스,DAESUNG HOLDINGS,1999.12.22,KOSPI,주권,,보통주,1000,16089459
